Year,Round,EventName,DriverAbbr,Team,BestLapTime_s
2022,1,Bahrain Grand Prix,ALB,Williams,92.664
2022,1,Bahrain Grand Prix,ALO,Alpine,91.621
2022,1,Bahrain Grand Prix,BOT,Alfa Romeo,91.56
2022,1,Bahrain Grand Prix,GAS,AlphaTauri,91.635
2022,1,Bahrain Grand Prix,HAM,Mercedes,91.048
2022,1,Bahrain Grand Prix,HUL,Aston Martin,92.777
2022,1,Bahrain Grand Prix,LAT,Williams,93.634
2022,1,Bahrain Grand Prix,LEC,Ferrari,90.558
2022,1,Bahrain Grand Prix,MAG,Haas F1 Team,91.461
2022,1,Bahrain Grand Prix,MSC,Haas F1 Team,91.998
2022,1,Bahrain Grand Prix,NOR,McLaren,92.008
2022,1,Bahrain Grand Prix,OCO,Alpine,91.782
2022,1,Bahrain Grand Prix,PER,Red Bull Racing,90.921
2022,1,Bahrain Grand Prix,RIC,McLaren,92.945
2022,1,Bahrain Grand Prix,RUS,Mercedes,91.252
2022,1,Bahrain Grand Prix,SAI,Ferrari,90.687
2022,1,Bahrain Grand Prix,STR,Aston Martin,93.032
2022,1,Bahrain Grand Prix,TSU,AlphaTauri,92.75
2022,1,Bahrain Grand Prix,VER,Red Bull Racing,90.681
2022,1,Bahrain Grand Prix,ZHO,Alfa Romeo,92.387
2022,2,Saudi Arabian Grand Prix,ALB,Williams,90.492
2022,2,Saudi Arabian Grand Prix,ALO,Alpine,89.147
2022,2,Saudi Arabian Grand Prix,BOT,Alfa Romeo,89.183
2022,2,Saudi Arabian Grand Prix,GAS,AlphaTauri,89.254
2022,2,Saudi Arabian Grand Prix,HAM,Mercedes,90.343
2022,2,Saudi Arabian Grand Prix,HUL,Aston Martin,90.543
2022,2,Saudi Arabian Grand Prix,LAT,Williams,91.817
2022,2,Saudi Arabian Grand Prix,LEC,Ferrari,88.225
2022,2,Saudi Arabian Grand Prix,MAG,Haas F1 Team,89.546
2022,2,Saudi Arabian Grand Prix,MSC,Haas F1 Team,89.92
2022,2,Saudi Arabian Grand Prix,NOR,McLaren,89.651
2022,2,Saudi Arabian Grand Prix,OCO,Alpine,89.068
2022,2,Saudi Arabian Grand Prix,PER,Red Bull Racing,88.2
2022,2,Saudi Arabian Grand Prix,RIC,McLaren,89.773
2022,2,Saudi Arabian Grand Prix,RUS,Mercedes,89.104
2022,2,Saudi Arabian Grand Prix,SAI,Ferrari,73.67
2022,2,Saudi Arabian Grand Prix,STR,Aston Martin,90.256
2022,2,Saudi Arabian Grand Prix,VER,Red Bull Racing,88.461
2022,2,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,89.819
2022,3,Australian Grand Prix,ALB,Williams,80.135
2022,3,Australian Grand Prix,ALO,Alpine,78.815
2022,3,Australian Grand Prix,BOT,Alfa Romeo,79.251
2022,3,Australian Grand Prix,GAS,AlphaTauri,79.226
2022,3,Australian Grand Prix,HAM,Mercedes,78.825
2022,3,Australian Grand Prix,LAT,Williams,81.372
2022,3,Australian Grand Prix,LEC,Ferrari,77.868
2022,3,Australian Grand Prix,MAG,Haas F1 Team,80.254
2022,3,Australian Grand Prix,MSC,Haas F1 Team,80.104
2022,3,Australian Grand Prix,NOR,McLaren,78.703
2022,3,Australian Grand Prix,OCO,Alpine,79.061
2022,3,Australian Grand Prix,PER,Red Bull Racing,78.24
2022,3,Australian Grand Prix,RIC,McLaren,79.032
2022,3,Australian Grand Prix,RUS,Mercedes,78.933
2022,3,Australian Grand Prix,SAI,Ferrari,78.469
2022,3,Australian Grand Prix,STR,Aston Martin,106.833
2022,3,Australian Grand Prix,TSU,AlphaTauri,79.424
2022,3,Australian Grand Prix,VER,Red Bull Racing,78.154
2022,3,Australian Grand Prix,VET,Aston Martin,81.149
2022,3,Australian Grand Prix,ZHO,Alfa Romeo,79.91
2022,4,Emilia Romagna Grand Prix,ALB,Williams,123.171
2022,4,Emilia Romagna Grand Prix,ALO,Alpine,79.595
2022,4,Emilia Romagna Grand Prix,BOT,Alfa Romeo,80.192
2022,4,Emilia Romagna Grand Prix,GAS,AlphaTauri,80.732
2022,4,Emilia Romagna Grand Prix,HAM,Mercedes,80.47
2022,4,Emilia Romagna Grand Prix,LAT,Williams,81.971
2022,4,Emilia Romagna Grand Prix,LEC,Ferrari,78.796
2022,4,Emilia Romagna Grand Prix,MAG,Haas F1 Team,79.902
2022,4,Emilia Romagna Grand Prix,MSC,Haas F1 Team,80.422
2022,4,Emilia Romagna Grand Prix,NOR,McLaren,79.294
2022,4,Emilia Romagna Grand Prix,OCO,Alpine,82.338
2022,4,Emilia Romagna Grand Prix,PER,Red Bull Racing,79.296
2022,4,Emilia Romagna Grand Prix,RIC,McLaren,79.98
2022,4,Emilia Romagna Grand Prix,RUS,Mercedes,80.383
2022,4,Emilia Romagna Grand Prix,SAI,Ferrari,78.678
2022,4,Emilia Romagna Grand Prix,STR,Aston Martin,80.342
2022,4,Emilia Romagna Grand Prix,TSU,AlphaTauri,80.474
2022,4,Emilia Romagna Grand Prix,VER,Red Bull Racing,78.793
2022,4,Emilia Romagna Grand Prix,VET,Aston Martin,79.957
2022,4,Emilia Romagna Grand Prix,ZHO,Alfa Romeo,79.73
2022,5,Miami Grand Prix,ALB,Williams,91.266
2022,5,Miami Grand Prix,ALO,Alpine,90.16
2022,5,Miami Grand Prix,BOT,Alfa Romeo,89.475
2022,5,Miami Grand Prix,GAS,AlphaTauri,89.69
2022,5,Miami Grand Prix,HAM,Mercedes,89.625
2022,5,Miami Grand Prix,LAT,Williams,91.325
2022,5,Miami Grand Prix,LEC,Ferrari,88.796
2022,5,Miami Grand Prix,MAG,Haas F1 Team,90.975
2022,5,Miami Grand Prix,MSC,Haas F1 Team,90.423
2022,5,Miami Grand Prix,NOR,McLaren,89.634
2022,5,Miami Grand Prix,PER,Red Bull Racing,89.036
2022,5,Miami Grand Prix,RIC,McLaren,90.31
2022,5,Miami Grand Prix,RUS,Mercedes,90.173
2022,5,Miami Grand Prix,SAI,Ferrari,88.986
2022,5,Miami Grand Prix,STR,Aston Martin,89.996
2022,5,Miami Grand Prix,TSU,AlphaTauri,89.932
2022,5,Miami Grand Prix,VER,Red Bull Racing,88.991
2022,5,Miami Grand Prix,VET,Aston Martin,90.214
2022,5,Miami Grand Prix,ZHO,Alfa Romeo,91.02
2022,6,Spanish Grand Prix,ALB,Williams,81.645
2022,6,Spanish Grand Prix,ALO,Alpine,81.043
2022,6,Spanish Grand Prix,BOT,Alfa Romeo,79.608
2022,6,Spanish Grand Prix,GAS,AlphaTauri,80.719
2022,6,Spanish Grand Prix,HAM,Mercedes,79.512
2022,6,Spanish Grand Prix,LAT,Williams,81.915
2022,6,Spanish Grand Prix,LEC,Ferrari,78.75
2022,6,Spanish Grand Prix,MAG,Haas F1 Team,79.682
2022,6,Spanish Grand Prix,MSC,Haas F1 Team,80.368
2022,6,Spanish Grand Prix,NOR,McLaren,79.977
2022,6,Spanish Grand Prix,OCO,Alpine,80.638
2022,6,Spanish Grand Prix,PER,Red Bull Racing,79.42
2022,6,Spanish Grand Prix,RIC,McLaren,80.287
2022,6,Spanish Grand Prix,RUS,Mercedes,79.393
2022,6,Spanish Grand Prix,SAI,Ferrari,79.166
2022,6,Spanish Grand Prix,STR,Aston Martin,81.418
2022,6,Spanish Grand Prix,TSU,AlphaTauri,80.639
2022,6,Spanish Grand Prix,VER,Red Bull Racing,79.073
2022,6,Spanish Grand Prix,VET,Aston Martin,80.954
2022,6,Spanish Grand Prix,ZHO,Alfa Romeo,80.476
2022,7,Monaco Grand Prix,ALB,Williams,73.611
2022,7,Monaco Grand Prix,ALO,Alpine,72.247
2022,7,Monaco Grand Prix,BOT,Alfa Romeo,72.909
2022,7,Monaco Grand Prix,GAS,AlphaTauri,73.66
2022,7,Monaco Grand Prix,HAM,Mercedes,72.56
2022,7,Monaco Grand Prix,LAT,Williams,74.403
2022,7,Monaco Grand Prix,LEC,Ferrari,71.376
2022,7,Monaco Grand Prix,MAG,Haas F1 Team,72.921
2022,7,Monaco Grand Prix,MSC,Haas F1 Team,73.081
2022,7,Monaco Grand Prix,NOR,McLaren,71.849
2022,7,Monaco Grand Prix,OCO,Alpine,72.528
2022,7,Monaco Grand Prix,PER,Red Bull Racing,71.629
2022,7,Monaco Grand Prix,RIC,McLaren,72.964
2022,7,Monaco Grand Prix,RUS,Mercedes,72.112
2022,7,Monaco Grand Prix,SAI,Ferrari,71.601
2022,7,Monaco Grand Prix,STR,Aston Martin,73.678
2022,7,Monaco Grand Prix,TSU,AlphaTauri,72.797
2022,7,Monaco Grand Prix,VER,Red Bull Racing,71.666
2022,7,Monaco Grand Prix,VET,Aston Martin,72.613
2022,7,Monaco Grand Prix,ZHO,Alfa Romeo,75.606
2022,8,Azerbaijan Grand Prix,ALB,Williams,104.719
2022,8,Azerbaijan Grand Prix,ALO,Alpine,103.173
2022,8,Azerbaijan Grand Prix,BOT,Alfa Romeo,104.444
